Reactant_B_MaxEStateIndex,Reactant_B_MinAbsEStateIndex,Reactant_B_MinEStateIndex,Reactant_B_qed,Reactant_B_NumValenceElectrons,Reactant_B_NumRadicalElectrons,Reactant_B_MaxPartialCharge,Reactant_B_MinPartialCharge,Reactant_B_MaxAbsPartialCharge,Reactant_B_MinAbsPartialCharge,Reactant_B_MolLogP,Reactant_B_MolMR,Reactant_C_MaxEStateIndex,Reactant_C_MinAbsEStateIndex,Reactant_C_MinEStateIndex,Reactant_C_qed,Reactant_C_NumValenceElectrons,Reactant_C_NumRadicalElectrons,Reactant_C_MaxPartialCharge,Reactant_C_MinPartialCharge,Reactant_C_MaxAbsPartialCharge,Reactant_C_MinAbsPartialCharge,Reactant_C_MolLogP,Reactant_C_MolMR,SMILES of the product_MaxEStateIndex,SMILES of the product_MinAbsEStateIndex,SMILES of the product_MinEStateIndex,SMILES of the product_qed,SMILES of the product_NumValenceElectrons,SMILES of the product_NumRadicalElectrons,SMILES of the product_MaxPartialCharge,SMILES of the product_MinPartialCharge,SMILES of the product_MaxAbsPartialCharge,SMILES of the product_MinAbsPartialCharge,SMILES of the product_MolLogP,SMILES of the product_MolMR,%conversion Based on the LC area percent (LCAP) at UV 254 nm of product,%conversion Based on the MS peak area percent of product
12.569959530108338,0.1393225886033429,-0.37996414923994326,0.7873875937637664,124,0,0.49434084597140016,-0.3993526177479359,0.49434084597140016,0.3993526177479359,2.530220000000001,92.03250000000006,12.304872776934467,0.11603930461073308,-4.385772780760606,0.8036119982522196,94,0,0.4173935495389609,-0.43905633278838596,0.43905633278838596,0.4173935495389609,4.655200000000002,63.45500000000001,12.650868145105886,0.0780921457586985,-4.430607803927397,0.5059691419281126,160,0,0.4173935495389609,-0.4390569513767567,0.4390569513767567,0.4173935495389609,6.104120000000005,111.06550000000004,100.0,100.0
9.293987780297304,0.39305839002267584,-1.5177664399092976,0.6384724405304515,84,0,0.491814224009965,-0.4553495071554378,0.491814224009965,0.4553495071554378,1.6232999999999997,66.90660000000003,12.304872776934467,0.11603930461073308,-4.385772780760606,0.8036119982522196,94,0,0.4173935495389609,-0.43905633278838596,0.43905633278838596,0.4173935495389609,4.655200000000002,63.45500000000001,12.661698897995201,0.09183400646735951,-4.427706714416134,0.2879631163733084,154,0,0.4173935495389608,-0.4543328729330206,0.4543328729330206,0.4173935495389608,7.816600000000005,111.83000000000001,100.0,100.0
14.555130385487526,0.20180253737297393,-0.574334845049131,0.7967547074941725,124,0,0.4945161122785686,-0.3993508730534358,0.4945161122785686,0.3993508730534358,3.363920000000002,90.52900000000007,12.304872776934467,0.11603930461073308,-4.385772780760606,0.8036119982522196,94,0,0.4173935495389609,-0.43905633278838596,0.43905633278838596,0.4173935495389609,4.655200000000002,63.45500000000001,14.683521907732072,0.04585590756045299,-4.451347464815208,0.330081960303784,160,0,0.4173935495389609,-0.4390569513764352,0.4390569513764352,0.4173935495389609,6.937820000000004,109.56200000000003,100.0,100.0
9.309098639455783,0.5821296296296299,-1.4057756991685568,0.6224917599075332,78,0,0.4893998487161548,-0.4231451296797223,0.4893998487161548,0.4231451296797223,1.7342999999999997,69.15660000000001,12.304872776934467,0.11603930461073308,-4.385772780760606,0.8036119982522196,94,0,0.4173935495389609,-0.43905633278838596,0.43905633278838596,0.4173935495389609,4.655200000000002,63.45500000000001,12.651122438244634,0.1132943704724012,-4.415880767113363,0.29506738244300634,148,0,0.4173935495389608,-0.4390569513246533,0.4390569513246533,0.4173935495389608,7.927600000000004,114.08000000000001,99.4,92.3
12.353055555555557,0.26587962962962997,-4.474398148148147,0.6347040256381961,86,0,0.49829912158350526,-0.4046871266652148,0.49829912158350526,0.4046871266652148,2.736300000000001,51.27700000000004,12.304872776934467,0.11603930461073308,-4.385772780760606,0.8036119982522196,94,0,0.4173935495389609,-0.43905633278838596,0.43905633278838596,0.4173935495389609,4.655200000000002,63.45500000000001,12.483719735065021,0.110742669753086,-4.544290474403851,0.6951595351813757,122,0,0.4173935495389609,-0.43905695416066587,0.43905695416066587,0.4173935495389609,5.468200000000002,70.84400000000001,74.7,59.0
8.88616654069035,0.38319727891156496,-1.465312736205594,0.6272909554190677,70,0,0.4911749047971086,-0.42310648899397485,0.4911749047971086,0.42310648899397485,-0.44790000000000013,53.38960000000002,12.304872776934467,0.11603930461073308,-4.385772780760606,0.8036119982522196,94,0,0.4173935495389609,-0.43905633278838596,0.43905633278838596,0.4173935495389609,4.655200000000002,63.45500000000001,12.574588449238117,0.0950436917035602,-4.419276226507624,0.4521771478657419,140,0,0.4173935495389608,-0.43905695126074207,0.43905695126074207,0.4173935495389608,5.7454000000000045,98.31300000000002,75.3,30.3
9.4841903659612,0.10513631687242753,-0.4729346707818938,0.7972257706265795,128,0,0.494380548050468,-0.4888671500562068,0.494380548050468,0.4888671500562068,2.415280000000001,91.34200000000007,12.304872776934467,0.11603930461073308,-4.385772780760606,0.8036119982522196,94,0,0.4173935495389609,-0.43905633278838596,0.43905633278838596,0.4173935495389609,4.655200000000002,63.45500000000001,12.63476281777524,0.038832719595720766,-4.4435856664087625,0.4877193538763581,164,0,0.4173935495389609,-0.48886569276547304,0.48886569276547304,0.4173935495389609,5.989180000000004,110.37500000000001,100.0,100.0
12.53998299319728,0.0023148148148142145,-1.7473611111111114,0.49843189905106494,64,0,0.48839638411438024,-0.4231687215144414,0.48839638411438024,0.4231687215144414,-1.0021999999999998,42.148400000000024,12.304872776934467,0.11603930461073308,-4.385772780760606,0.8036119982522196,94,0,0.4173935495389609,-0.43905633278838596,0.43905633278838596,0.4173935495389609,4.655200000000002,63.45500000000001,13.457773608412346,0.020882201646091003,-4.455804107566408,0.6487873244049918,134,0,0.4173935495389609,-0.43905695136591155,0.43905695136591155,0.4173935495389609,5.191100000000003,87.07180000000001,100.0,100.0
12.587637944066515,0.3396045918367341,-4.754282407407408,0.4487222641287771,92,0,0.48793762267397683,-0.42608178195188434,0.48793762267397683,0.42608178195188434,0.3104999999999999,52.57860000000002,12.304872776934467,0.11603930461073308,-4.385772780760606,0.8036119982522196,94,0,0.4173935495389609,-0.43905633278838596,0.43905633278838596,0.4173935495389609,4.655200000000002,63.45500000000001,13.314382620356092,0.07792395872135538,-4.738003931453763,0.2633738245605462,162,0,0.41950894756041623,-0.4390569513767557,0.4390569513767557,0.41950894756041623,6.5038000000000045,97.50200000000002,0.0,0.0
6.036791619425548,0.316159060846561,-0.34527210884353776,0.7335864648106744,98,0,0.4959441280541135,-0.39931766656261225,0.4959441280541135,0.39931766656261225,2.5340000000000007,77.45900000000005,12.304872776934467,0.11603930461073308,-4.385772780760606,0.8036119982522196,94,0,0.4173935495389609,-0.43905633278838596,0.43905633278838596,0.4173935495389609,4.655200000000002,63.45500000000001,12.563676031983633,0.10011278611026153,-4.4156055273227555,0.4388519639164988,134,0,0.4173935495389608,-0.4390569513189061,0.4390569513189061,0.4173935495389608,6.107900000000004,96.49200000000002,96.5,98.0
