B_Fingerprint,C_Fingerprint,Product_Fingerprint,%conversion Based on the LC area percent (LCAP) at UV 254 nm of product,%conversion Based on the MS peak area percent of product
00000000000000010000000000000000010010000001000000000000000000001000000000010000010000000010100100000000000000000000000000000000000000010010000010000000000100000000000000100000001000000010010000000001000000000100001000010000000000000000100000000000001000000000000000000001000000000000010000000000010000000000000000100000000000000000000001000000000000000000100000000000000000000000000000000000000000000001010000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000001,00000010000000000000000000000000010000010001000100000000000100100000000000000000000000000000000100000000000000000000000000000000000000001000010010000000000000000000000000000100000000000010000000000000010000000000001010000100000000000000000000000000100000001000000000000010000000000000000000000000000000000000000000001001010010000000000001000000000000000000100001010001000000100010000010001000000000000000000000000000000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000001000,00001010000000010000000000000000010000010000000100000000000000101000000000010000010000000010000000000010100000000000000000000000000000001010010010000000000000000010000010000100000000000010000000000000000000000100001001000100000000000010100000000000100000001000000000000000000000000000000000000000010010000000000000101001000010000000000001000000001000001000100001010001000000100011000010001000000000000000001000000000000000000000000000000000000000000000000000000000110000000000010000000000000000000000000000001000,75.2,79.5
00000000000000000000000000100000010010000000000000000000000000000000000000100110000000001010100111000000000000000000000001000000000000010000000010000000000100000000000000000001001000000010000000000001000100000000011000000000000000000000000000000000001000000000000000000000000000000000010000000000000010000011000000000001100010000000000001000000010000000000100000000001000000000010000000000000000000000001000000000000000000001010000000000100000000000000000000010000000000000000000000000000000000000000000010100001,00000010000000000000000000000000010000010001000100000000000100100000000000000000000000000000000100000000000000000000000000000000000000001000010010000000000000000000000000000100000000000010000000000000010000000000001010000100000000000000000000000000100000001000000000000010000000000000000000000000000000000000000000001001010010000000000001000000000000000000100001010001000000100010000010001000000000000000000000000000000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000001000,00000010000000000000000000000000010000010000000100000000000000100000000000100000000000001010000011000000000000000000000000000000000000001010010010010000000100000000000010000101000000000010010000000000001100000001001000000100000000000000001000000000100000001100000000000000000000000000000000000000000000000000000001001001000010000000000001000000000000001000100001010001000001100010000010101000000000000010101000000000000000001010000000100000010000000000000000000000000000000000010000000000000000000000000010101001,39.3,52.8
10000000100000100000000010000100010000000000000000000000000000000000000100000000000001000000000000000000010000000000000000000000000000000000000000000000010000000010000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000001001000000000000010000001000001000010000000000000000000000100000001000000000000000000100000100000000000000010100000100000000000000100000000000010000000000000100000100001000000000000000000010000100000000000000000000000010000000000000000010000,00000010000000000000000000000000010000010001000100000000000100100000000000000000000000000000000100000000000000000000000000000000000000001000010010000000000000000000000000000100000000000010000000000000010000000000001010000100000000000000000000000000100000001000000000000010000000000000000000000000000000000000000000001001010010000000000001000000000000000000100001010001000000100010000010001000000000000000000000000000000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000001000,10000010000000000000000000000000010000010000000100000000000000100000000000000000000000000000000000000000010000000000000000000000000000001010010010001001000010010000000010000100000000010010100000000000001000000001001000000100000000010000101000000000100010001000000000000000001000000000000000000000000001000010000000001001000010000100000001000000000000001000100001110001000000100010100010101000000000000100001000000010000010000000100000100001000000000000000000000000100000000000010000000000010000000000000000011000,33.9,13.6
10000000000000000000000000000000011010000000000000000010000000000000000000000000000000000000110100000000000000000000000100000000100000010000000010000000000000000000000000001000001000010000000000000001000000000000001000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000100000000000000000100000001000000000000000100100000000000000000000010000000000000000000000001000000000001000000000000100000000100010000000000000000000000100000010000000000000100000000101000000000000001,00000010000000000000000000000000010000010001000100000000000100100000000000000000000000000000000100000000000000000000000000000000000000001000010010000000000000000000000000000100000000000010000000000000010000000000001010000100000000000000000000000000100000001000000000000010000000000000000000000000000000000000000000001001010010000000000001000000000000000000100001010001000000100010000010001000000000000000000000000000000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000001000,10000010000000000000000000000000011000010000000110000000000010100000000000000000000000000000000000000000000000000000000100000000000000001010010010000000000000000000000010000100000000010010000000001000000000000000001000000100000000000000000000000000100000001000000000000000001000000000000000010001000000000000000101001001000010000100000001000000000000001000100001010001000000100010000010001000000000000000001000000000000000000000100000000000000000000000000000000001000000010000010000000100000000100000000000001001,91.6,90.5
00000000000000010000000000000100000000010000000000000000000000011000000000000000000010000000000000000000000000000000000000000010000010000010000000000000000000000000000000100000000000100000000000000000000000000000001000000001000000100000001000000000000000000000000000000001000000000000000000000001000000000000000001000001000000000100000001000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000100100000000000000000001000000000000000000000000000000000000000010000100000000000000,00000010000000000000000000000000010000010001000100000000000100100000000000000000000000000000000100000000000000000000000000000000000000001000010010000000000000000000000000000100000000000010000000000000010000000000001010000100000000000000000000000000100000001000000000000010000000000000000000000000000000000000000000001001010010000000000001000000000000000000100001010001000000100010000010001000000000000000000000000000000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000001000,00000010000000010000000000000000010000010000000100000000000010101000000000000000000000000000000000000000000000000000000000000000000000001010010010000000000000000010000010000100000000110010000000000000000000000000001000000100100000000000000000000000100000001000000000000000001000000000000000000000000000000000000001001001000110000100000001000000000000001000100001010001000000100010000010001000000000000000001000000000000000000000000000000000100000100101000000000000000000000000010000000001000010000100000000001000,98.8,99.0
00001000000000000000000001000000000000010000000000000000100110000000000000000000000000000000010000000000000000000000000000000000000000000010000010000000000000000000000000000000101000100100000000000000000000000000001000000010000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000100000000001000010000000000000000000000001000000000000000010000010000000000000000110000000000001010000000000001000000000000000000010000010000100000000010000,00000010000000000000000000000000010000010001000100000000000100100000000000000000000000000000000100000000000000000000000000000000000000001000010010000000000000000000000000000100000000000010000000000000010000000000001010000100000000000000000000000000100000001000000000000010000000000000000000000000000000000000000000001001010010000000000001000000000000000000100001010001000000100010000010001000000000000000000000000000000000000010000001000000000000000000000000000000000000000000010000000000000000000000000000001000,00000010100000000000000001000000010000010000000100000000000010100000000000000000000000000000000000000000000000000000000000000000000000001010010010000000000000000000000010000100000000100010000000000000000000000000001000000110000000000000000000100000100000001000000000001000001000000000000000000000000000000000000000001101000010000000000001000000000000001000100001010001000000100010000010001000000000000000001000000000000010000000000000000000000000000001000000000000000000000000010000000000000010000100000000001000,95.0,96.0
00001000000000000000000000010000010010000000000000000010000000000001000000000000000000000000110100000000000000000000000000000000100000010010000010000000000000000100000000000000001000000010000001000001000000000000001000000000000000000000000000000000001000000000000000000000000000000000010000000001000010000000000000001000000000000000000001000000000000000000100000111011010000000000010000000000000000000001000100000010010000010000001000001100000000000000100110000010000000000100000010000000000000000000000000000000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00001000000000000000000000010000010100000000000000000000000100001001000000000100100000000000000100100000010000000000000000000000000000001010100000000000000000001100000000100000000000000010000001000000000000000000011000000000000000000000010000000010000000000000100000000000000000000100000000000001000010000000010000001000000100010000000001000000000000001000100100111101010000000010010010000000000000000000000100000010010010010000001000000000000000000100000110000010000000101110000010000000000000010000000000000000,89.2,44.9
00000000000000000000000100000101000001000000000000001000000000011000100001000100000000000000000000000000100000000000000000000001000000001000000010000000000100000000000000100001000000000000000000000000000000001000101000000001100000100000000000000000000000000000000000000001100000000000000001010001000001000000010000000001000000000000010001000000000100000000100000000000000010000010000010000000000000000000000000000100000000001100000000000000000000000000000000010000000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000000000000100100000001000100000000000000000000000100001000100001000100000000000000000100100000110000000000000000000000000000001000100010000000000100001000000000000001000000000000000000000000000000001000111000000010101000000000010000000010000000000000000000000000100000000100000001010000000001000000010000000001000000010000010001000000000100001000100000000100000010000010000010000000000000000000000000000100000010111100000000000000000010000100000000000000000000101010000000000000000000010000000000000000,91.8,51.2
00000000000000010000000000000100010000000000000001000000000000001010000000000000000000000000000000000000000000001000000000000000000001011000000010000000000000000001000001000001000000000000000000000100000000000010001000000000000000100000000000000000000000000000000000000011001000000000000000001001000000000000010000000000000000000001000001000000001000000000100000000000010000000000000100000001001001000000000000000000100000000000000000000100000000000000000011001001001000100000000000000000000000000000000000001000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000000110000000000000000000000001000010001000000000100001010000000000100000000001000000100100000010000000000000000010000000001010001100010001000000000001001000000000001000000000000000000000000000000000010011000000000000000000000110000000010000000000000000000010010001000000100000000000000000100000000010000000000000000110000000001000000001000001000100000000000010000000010000100000001001001000000000000000000000010010000000000000100000000000100000001001000001000101010000000000000010000000000000000001000,82.3,60.7
01000000000000100000100000000000010110000000010000000010010000000000000000000000010000000000100100000000000000000010000000000000100000010000000110000000000001000000000000000000001000000011100010000001000000000001000000000000000000000000000000001000001000000000000000000000000000000001010000000000000000001000000000000001000000000000000001000000000000100000100000010000000000000010000000000000101000000001010010001000000100010000000100000100000000000010000000000000000000000000100000000000000000000010000000000000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,01000000000000000000000000000000010100000000010000000000000100001000000000000100010000000000000100110000010000000110000000000000000000001000100100000000000001001000000000000000000000000011110010000000000000000001011000000000000000000000010000001010000000000000000000000000000000000101000000000001000000001000010000000001000000011000000001000000000000101000100000010100000000000010000000000000101000000000010000000000000110010000000100000000000000000110000000000000000000101010000000000000001000010010000000000000,89.5,46.8
00000000000000010000000000000100010101000000000000000000000000001000000100000000000000000000100000000000000000000001000000000000000100000000000000000001000000000011000000000001000000000000000000000000000000001000001000000100000000110000000000000000000000000000000000000001000000000000000000000001000000000000000000100000000000000000010001000000000000000000100000000000000001000000000000000001000000000000000000100001100000000000000000000000000000000000000010001110000000110000010000000000000000000000000001000000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000000010000000000000000000101000000010000000000000100001000000100000100000000000000000100100000010000000001000000010000000100000001100001000001000000001011000000000001000000000000000001000000100000001000011000000000000010010000010000000010000000000000000000000000000000010100000000000000000000000000010000100000000000010000010001000000000000001000100000000000000001000010000000000001000000000100000000100000000010010000000000000000000010000100000000000100000000111110010000000000000000000000000001000000,94.3,48.9
00000000000000000001000000000000010010000000000000010000000000000000000000000100000000000100101000000000000000010110000010000000000000000000000010000000000000000000000100010000001000000000000000000000000000100000000000000000000001000000000000000000001000000000000000000000000000000000010000000101000000000000000000000000000000000000000000001010000001000000000000000000000000000000000000000000100000000000000000000010000000000000010000000000000000000000000010000000000010000000100000000000001000000000000010010110,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000000000000000000000000000000000000000000000000000100001000000000000100000000000000000100100000010000000010000000000000010000000000100000000000000000001000000000000000100000000000000000000000000000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000001000000000000010000000000000000010000000001000010000000000000100000000000001000100010010000000000100000000100010010000010000010010100010000000000000000000100000100000000000000100010000000000000001000000000000000000010,0.0,0.0
00000000000000000000000001000100000000000011000000000001000000011000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000100011000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000001000000000000000001000001001000000000000000000000000000001001000011000000000000000000100000000000000000000010000001000100000000000000000000010000000000010000000100000000010000000000000000000000100000000000001000000000000000000000000000000001,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000000000000000001000000000100000001000000000000000100001000010000000100000000000000100100100000010000000000000000000100000000001000100000000000100000001000000000000001000000000000000000000000000000000000011000000000000100000000010000000010000000000000000000000000000000000100000001001000000000000000010000000000000000010001000011000000000100001000100001000100000001000010000001000100000000000000000000010000000010010000100100000000000000000100000000000000100001101010001000000000000000010000000000000001,45.3,17.3
00000000000110000000000001100000010110010000000000000010000000000000000000000000000000000000111100000000000010001000000100000000100000010000000010000000000000000011000000000000001000010000000000100001000010000000001000000000000000000000000000000000001010000000000000000000000000100000010000000100000011100000001000101000000000100000000001001000000000000000100111010000000000000000010000000000000000000001000000000010000000100000000000100110000000000000000000000000000000000000000000000000000000100000000000010000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000110000000000000100000000100010000000000000000001100001000000000000110000000000000001100100000010000001000000100000000000000001000100010010001000000001011000000000000000000010010000000100000000010000000011000000000000000000000010000000010000010000000100000000000000000100100000000000100000001100000011000000000000100110000000001000000000000001000100011010100000000000010010010000000000000000001000000000010000010110000000000100010000100000100000000000000000000101010000000000000000000110000000000010000,92.6,36.6
00000000000000001000000000000100010001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000010000000000001000000001000000010000000100010001000000000000000000000000000000001000000000000000000000001000000000000000000000000100001000010000001000000000100000000100000010000000000100000000000100000100000000000000000000000000000000000000000000000000000010000000010000001000000000000000000000000000000000000000000000000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000000000000000000000000000001000000010000000000000100001000000000000100100000000000000100100000010000000000000000010000000000100001100000000000000000001000000100000000000000000001000000000000000001000000011000000010000000000100010000000010000000000000000000000000000000001100000000100001000000000000010000000000000001010000000001010000100100001000100000010000000000000010000000100000100000100000000000000000000010010000000000000000000010000100000000000001000000101010000000000000000000000001000000000000,77.5,51.2
00000000000100100000000000000100010000000000000000000000000000010000000000000000000000000001001000000000000000000010000000010000000000000010000000000000000000000000000000100000000000010000000001000000000000000000001000000000000000100000000100000000000000000000011000000001000000000010000000000001010000000000000000000000000000000000000001000000000000000000100000010000000000000000010000000000100000000000000000000000000100000000010100100000000010000000000000010000010000000000000000000010000000000000010001000000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000100100000000000000000010100000000000000000000000100001000000000000100000000000000001100100000010000000010000000000000000000001010100000000000000000001101010000000000000000010000000001000000000000000000011000000000000000000000010100000010000000000000111000000000000000000100000000000001010000000000010000000000000100010000000001000000000000001000100000010100000000000010010010000000100000001000000000000000000110010000010000100000000110000100000000000000010000101010000000000000000000010000010001010000,0.0,0.0
10000000000000000000001000000000010010000001000000000010000000011000000011000000000000000000100100000000000000000001000000000000100000010000000010000000000000000000000010001101001000000000000000000001000000000000001000000000000001000000000000000000001000000000000000000000000000000000010001000000000000000000010000000001000000000000000001000000001000000100100000010100000000001010000000000000000000000001000000000000000000000000100000000101000000000000000000000000001000001000000000000000000000000000000000000001,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000000000000001001000000000100000001000000000000000100011000000011000100000000000000000100100000010000000001000000000000000000001000100000000000000000001000000010000101000000000000000000000000000010000000011000000000000000000000010000000010000000000000000000000000000000000100000001000000100000000000010000000001000000010011000001000000000000001000100000010100000000000010000000000000000000000000000000000000100010010000100000000001010000000100000000000001000000101010000000000000100000010000000000000001,97.4,32.9
00000000000000000000000000111000010010000000000000000000000000001001000000000000000110000000100100000000000000000000000000000001000000010000000010000000100000000000000000011001001000000000000010000001000010010100101000000000000000000000000000000000001000000000000000000000000000000010011000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000010000000010000000001000000000010000000001000100000000000000000000000000000000000000000000100000000000000000000000000000000000000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000000000000000000001000000000001000000000000000000100001000000000000100000110000000000100100000010000000000000000000000000000000000100000000100000000001001000000011001000000000000000000000000000010010000111000000000000000000000010000000010000000000000000000100000000000000100000000000000100001000000010000000000000000010000000001000000000010001000100000000000000000000010000010000010000000000000000000000010000010011000000000000000000000001100000000000000000000101110000000000000000000000000000000000100,94.5,83.8
00010010000000000000000000000001010010001000001000000000000000001000000000000000000000000000110100000000100000000000000010000000000000010000000010000000000000000001000000000010001000000001000000000001000000000000000000000000000000000000000000000000001000000000000000100010000000000000110000000000000000000000000000000000000010000000000001000010011000000000100000000000010000000000001000000000000010000001010000000010000000000000000000000010010000000000100000000000000000000000000000000000000000000000000001000000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00010000000000000000000000000001000000101000000000000000000100001000000000000100000000000000000100101000010000000000000000000000000000000000100010000000000000001001001000000000000100000001000000000001000000000000011010000000000000000000010000000010000000000000000000000010000000000100000000000000000000100000010100000000000011010000000001000010000000001000100000000000010000000010001000010000000000000000000000000010000010010010000000000010010000000100000000000000000000101010000000000000000100000000000001000000,32.9,55.7
00001000000000000000000000000100010000100100100000000000000010000000100000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000100010000000001000000000000000000000000000000000000010001000000100000000100000000000000000001000000000000000000000001000001000000000010000000100100000000000000000000001000000000000000000000000000000000010000000000100000010000000000000010000000010000100000000000000000100000000010000000001000000000000000001000000000000000000000011000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00011000000000000000000000000100010000100100000000010000000100001000000000000100100000001001000100100000010000000010000000000000000000000010100000000000000001001000000000000000000000010000000001000000000010000000011000000000000000010001000000100000000100000000000000000100000000000100000010000001000011100000010010000100000100010000000001000000001000000000100000000000000100000010010000010000100001000000000000000010000010010010000000000000000000100000000010010000000000100010000000000000000000000000000000010000,0.0,0.0
00000000000000010000000000000000010010000001000000000000000000001000000000010000010000000010100100000000000000000000000000000000000000010010000010000000000100000000000000100000001000000010010000000001000000000100001000010000000000000000100000000000001000000000000000000001000000000000010000000000010000000000000000100000000000000000000001000000000000000000100000000000000000000000000000000000000000000001010000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000001,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00001000000000010000000000000000000000000000000000000000000100001000000000010100010000000110000100100010010000000000000000000000001000000010100000000000000000001010000000000000000000000000000000000000000000000100011000000000000000000010110000000010000000000000000000000000000000000100000000000000010010000000010000100000000000010000000001000000001000001000100000000000000000000010000000000000010000000000000000000000000010010000000000000000000000000100000000010000010000101010000000000000000000000000000000000000,0.0,0.0
00000000000000000000000000100000010010000000000000000000000000000000000000100110000000001010100111000000000000000000000001000000000000010000000010000000000100000000000000000001001000000010000000000001000100000000011000000000000000000000000000000000001000000000000000000000000000000000010000000000000010000011000000000001100010000000000001000000010000000000100000000001000000000010000000000000000000000001000000000000000000001010000000000100000000000000000000010000000000000000000000000000000000000000000010100001,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000010000000000000000000000000010000000000000000000000000100001000000000100100000000001010000111100000010000000000000000000000100000000000100000010000000100001000000000000011000000000010010000000000000100000001011000000000000000000000010000000010000000100100000000000000000000000100000000000000000000000000010001000001000010010000000001000000000000001000100000000001000001000010000000000000000000000000100000000000000010011010000000100000010000000100000001000000000000101010000000000000000000000000000010100001,0.0,0.0
10000000100000100000000010000100010000000000000000000000000000000000000100000000000001000000000000000000010000000000000000000000000000000000000000000000010000000010000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000001001000000000000010000001000001000010000000000000000000000100000001000000000000000000100000100000000000000010100000100000000000000100000000000010000000000000100000100001000000000000000000010000100000000000000000000000010000000000000000010000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,10000010000000000001000000000000010000000000000000000000000100001000000000000100000000000000000100100000010000000000000000000000100000000000100000001001000010011000000000000010000000010000000000000000000000000001011000000000000000000000110000000010000010000000000000000000001000000100000000000000000001000010010000000000000000010100000001000000000000001000100000100000000000000010100000100000000000000100000000000010000010010000100000100001000000000100000000000000100000101010010000000000010000000000000000010000,0.0,0.0
10000000000000000000000000000000011010000000000000000010000000000000000000000000000000000000110100000000000000000000000100000000100000010000000010000000000000000000000000001000001000010000000000000001000000000000001000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000100000000000000000100000001000000000000000100100000000000000000000010000000000000000000000001000000000001000000000000100000000100010000000000000000000000100000010000000000000100000000101000000000000001,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,10000010000000000000000000000000011100000000000000000000000100001000000000000100000000000000000100100001010000000000000100000000000000001000100000000000000000001000000000000000000000010000000000001000000000000000011000000000000000000000010000000010000000000000000000000000000000000100000000010001000000000000010100000000000000010100000001000000000000001000100000000100000000000010000010000000000000000000000000000000000010010000100000000000000000000100000000000001000000111010000000000100000000110000000000000001,93.3,71.5
00000000000000010000000000000100000000010000000000000000000000011000000000000000000010000000000000000000000000000000000000000010000010000010000000000000000000000000000000100000000000100000000000000000000000000000001000000001000000100000001000000000000000000000000000000001000000000000000000000001000000000000000001000001000000000100000001000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000100100000000000000000001000000000000000000000000000000000000000010000100000000000000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000000010000000000000000000100010000000000000000000100001000000000000100000000000000000100100000010000000000000000000000000000001010100000000000000000001010000000000000000000100000000000000000000000000000011000000000100000000000010000000010000000000000100000000000000000000100000000000000000000000000010001000000000100010100000001000000000000001000100000010100000000000010000000000000000000000000000000000000000010010000000000000000100000100101000000000000000000101010000000000001000010010100010000000000,95.7,60.3
00001000000000000000000001000000000000010000000000000000100110000000000000000000000000000000010000000000000000000000000000000000000000000010000010000000000000000000000000000000101000100100000000000000000000000000001000000010000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000100000000001000010000000000000000000000001000000000000000010000010000000000000000110000000000001010000000000001000000000000000000010000010000100000000010000,00010000000000000000000000000000000000000000000001000000000100001000000000000100000001000000000100100000010000000000000000000000000000000000100000010000000000001000000000000000000000000000000000000000001000000000011000000000000000000000000000000000000000000000000000000000000000000100000000000000100000000000010000000000000000010001000001000000000000000000100000000010000000000010000000000000000000000000000000000000000010010000000000000000000100000000000000000010000000100010000000000000000000000000000001000000,00000000000000000000000001000000000100010000000000000000000110001000000000000100000000000000000100100000010000000000000000000000000000001010100000000000000000001000000000000000000000100000000000000000000000000000011000000010000000000000010000100010000000000000000000000000000000000100000000000000000000000000010000000100000000010000000001000000000000001000100000000100000000000010000010000000000000000000000000000000000010110000000000000000000010000101000000000000000000101010000000000000000010010100000000000000,95.8,50.2
