B_Fingerprint,C_Fingerprint,Product_Fingerprint,%conversion Based on the LC area percent (LCAP) at UV 254 nm of product,%conversion Based on the MS peak area percent of product
00000000000000000000000100000101000001000000000000001000000000011000100001000100000000000000000000000000100000000000000000000001000000001000000010000000000100000000000000100001000000000000000000000000000000001000101000000001100000100000000000000000000000000000000000000001100000000000000001010001000001000000010000000001000000000000010001000000000100000000100000000000000010000010000010000000000000000000000000000100000000001100000000000000000000000000000000010000000000000000000000000000000000000000000000000000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001000000000100100011010000000000000000000000001000001000100001000100100000000010000000000100100000001100000000000000100000001010000110000000000100000000000000000001000000010000000010001000100000001001101100000010101000010000000000100010000000000000000000000000101000000010000001010011001001100000010000100001000000000000010001000001010100100000100000000100000010000011000010100100000000000100000000000100000000011100100010000000000000000000100000100000000000000100000000000000011000000000000000000000,91.7,19.2
00000000000000010000000000000100010000000000000001000000000000001010000000000000000000000000000000000000000000001000000000000000000001011000000010000000000000000001000001000001000000000000000000000100000000000010001000000000000000100000000000000000000000000000000000000011001000000000000000001001000000000000010000000000000000000001000001000000001000000000100000000000010000000000000100000001001001000000000000000000100000000000000000000100000000000000000011001001001000100000000000000000000000000000000000001000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001010000100000100010010000000000000001000000001000001010000000000100100000001010000000000100000000001000000000000000100001011010000110001000000100000001000000000001000000010000000010001000100000000111001100000010000000010000000001100010000000000000000000000010001000000010000000000011001100100000011000100001000000000100000001000001011000101000100000000100010010000011000110100101001001000100000000000000000000010000100010000100000000000000100001101000001000101100000000000000011000000000000000001000,92.9,62.0
01000000000000100000100000000000010110000000010000000010010000000000000000000000010000000000100100000000000000000010000000000000100000010000000110000000000001000000000000000000001000000011100010000001000000000001000000000000000000000000000000001000001000000000000000000000000000000001010000000000000000001000000000000001000000000000000001000000000000100000100000010000000000000010000000000000101000000001010010001000000100010000000100000100000000000010000000000000000000000000100000000000000000000010000000000000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,01000000000001000000000000100010010000000000010000000000001000000010000000000100110000000010000000010100000000001110000000000000100000001010000100000000000101000000000000000000000000010011100010001000100000000001001100000010000000010000000000101010000000000000000000000000001000000011000000000011001000101000000000100001000000000000000001000001010000100000100000010110000010000011000010100100101000000100010000000000000100010000100111000000000000000010100010100000000000000100000000000000011000000010000000000000,100.0,100.0
00000000000000010000000000000100010101000000000000000000000000001000000100000000000000000000100000000000000000000001000000000000000100000000000000000001000000000011000000000001000000000000000000000000000000001000001000000100000000110000000000000000000000000000000000000001000000000000000000000001000000000000000000100000000000000000010001000000000000000000100000000000000001000000000000000001000000000000000000100001100000000000000000000000000000000000000010001110000000110000010000000000000000000000000001000000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001010000100000100010010101000000000000000000011000001000000100000100100000000010000000000100000000001001000000000000100100001010000100000001000110001011000000000001000000010000000010001000100000001101001100000010000010010000000000100010000000000000000010000000001000000010000000000011001000100000000000100001000000000000010001000001010000101000100000000100000011000011000010100101000000000100000000100000000000010000100010000000000010000000100000100100000000011100010000000000011000000000000001000000,98.1,25.6
00000000000000000001000000000000010010000000000000010000000000000000000000000100000000000100101000000000000000010110000010000000000000000000000010000000000000000000000100010000001000000000000000000000000000100000000000000000000001000000000000000000001000000000000000000000000000000000010000000101000000000000000000000000000000000000000000001010000001000000000000000000000000000000000000000000100000000000000000000010000000000000010000000000000000000000000010000000000010000000100000000000001000000000000010010110,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001000000000000100010010000000000000000000000001000100000000000000100100000000010000000000100000000001010000000000000100000001011000100000000000100001100000000000000000000010000000010001000100000000001001100000010000000010000000000100010000000000000000000000000001000000011000000000011000000100000000000100001000000000000000001000011010000100000100001000100000010000011000010100100100000000100000010000000000000010000110010000010000000000000100000100000001000000100000000000000011000000000000000000010,68.5,64.9
00000000000000000000000001000100000000000011000000000001000000011000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000100011000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000001000000000000000001000001001000000000000000000000000000001001000011000000000000000000100000000000000000000010000001000100000000000000000000010000000000010000000100000000010000000000000000000000100000000000001000000000000000000000000000000001,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001000000000001100010010000000001000000000000001000001000000000000100100000000010100000000100000000001000000000000100100000001010000100000000000100000000000000000001000000010000000010001000100000000001001100000010000100010000000000100010000000000000000000100000001000000010000001000011001000100000000000100001000000000001000011000001010100100000100001000100000011000011000011100100000000000100000001010000000000010000100111000000000000000000100000100000100000000110001000000000011000000000000000000001,83.2,45.9
00000000000110000000000001100000010110010000000000000010000000000000000000000000000000000000111100000000000010001000000100000000100000010000000010000000000000000011000000000000001000010000000000100001000010000000001000000000000000000000000000000000001010000000000000000000000000100000010000000100000011100000001000101000000000100000000001001000000000000000100111010000000000000000010000000000000000000001000000000010000000100000000000100110000000000000000000000000000000000000000000000000000000100000000000010000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000100000111000000000000100010010000010000000000000000001000000000000000000100100000000010001000000100000000001000000100000000100000001010000110000001000100000011000000000000000000010010000010101000100010000001001100000010000000010000000000100010000010001000000010000000011000100010000000000111001001100000001000100101000000100000000001000001010000100000100011010100000010000011010010100100000000000101000000000010000000110000100010100010000000000000100000100000000000000100000000000000011000100000000000010000,100.0,96.9
00000000000000001000000000000100010001000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000000100000000000000000000000000000000000000000000000000001000010000000000001000000001000000010000000100010001000000000000000000000000000000001000000000000000000000001000000000000000000000000100001000010000001000000000100000000100000010000000000100000000000100000100000000000000000000000000000000000000000000000000000010000000010000001000000000000000000000000000000000000000000000000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001000000100000100010010001000000000000000000001000000000000000000100100000000010000000000100000100001000000000000000100000101010000100000000000100000000000000000000000000010001000010001000100001000001001100000010000000010000000000100010000000000000000000010000001000001010000000100011001000100000000000100001000001000000000001000001110100101000100000010100000010000011000010100100100000100100000000001000000000010000100010000000000000000000101000100001000000000100000000000000011000000000000000000000,82.1,42.9
00000000000100100000000000000100010000000000000000000000000000010000000000000000000000000001001000000000000000000010000000010000000000000010000000000000000000000000000000100000000000010000000001000000000000000000001000000000000000100000000100000000000000000000011000000001000000000010000000000001010000000000000000000000000000000000000001000000000000000000100000010000000000000000010000000000100000000000000000000000000100000000010100100000000010000000000000010000010000000000000000000010000000000000010001000000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000100000101100000000000100010010001000000000000000000001000000000000001000100100000000010001000000100000000001010000000000000100000001010000100000000000100000001010000000000000000010000000011001000100000000001001100000010000000010000000100100010000000000000011010000000011000000010000000000011011000100000000000100001000000000000000001000001010000100000100000010100000010000011010010100100100000001100000000000000000100010000110010100000000010000000100000100000010000000100000000000000011000000000010001000000,0.0,0.0
10000000000000000000001000000000010010000001000000000010000000011000000011000000000000000000100100000000000000000001000000000000100000010000000010000000000000000000000010001101001000000000000000000001000000000000001000000000000001000000000000000000001000000000000000000000000000000000010001000000000000000000010000000001000000000000000001000000001000000100100000010100000000001010000000000000000000000001000000000000000000000000100000000101000000000000000000000000001000001000000000000000000000000000000000000001,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001000000001000100010010000000001000000000000001000011000000011000100100000000010000000000100000000001001000000000000100000001010000100000000000100100000000010000101000000010000000010101000100010000001001100000010000000010000000000100010000000000000000000000000001000000010000001000011001000100000010000100001000000000010000001000001010000100000100000010100000010000011000010100100000000000100000000000000000000010000100010000001000000000000100000100001000000000100010010000000111000000000000000000001,100.0,100.0
00000000000000000000000000111000010010000000000000000000000000001001000000000000000110000000100100000000000000000000000000000001000000010000000010000000100000000000000000011001001000000000000010000001000010010100101000000000000000000000000000000000001000000000000000000000000000000010011000000000000000000000000000000000000000000000000001000000000000000000100000000000000000000000000010000000010000000001000000000010000000001000100000000000000000000000000000000000000000000100000000000000000000000000000000000000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001000010000000101010010000000000000000000000001000001000000000000100100110000010000000000100000000001000000000000000100000001010000100000000000100000001000000011101000000010000000010001000101010010001101100000010000000010000000000100010000000000000000000000000001000000010000000010011101000100000000000100001000000000000000001000001011000100000100000000100000010000011000010100100000000000100000000000010100000011000100010000000000000000000100000100000000000000101000000000000011000000000000000000100,0.0,0.0
00010010000000000000000000000001010010001000001000000000000000001000000000000000000000000000110100000000100000000000000010000000000000010000000010000000000000000001000000000010001000000001000000000001000000000000000000000000000000000000000000000000001000000000000000100010000000000000110000000000000000000000000000000000000010000000000001000010011000000000100000000000010000000000001000000000000010000001010000000010000000000000000000000010010000000000100000000000000000000000000000000000000000000000000001000000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00010000000001000000010000100011010000101010000000000000001000001000000000000100100000000010000000000100000000001000000000000000100000001010000110000000000100000001001000000000000000010101000010001001100001000001001100000010000000010000000000100010000000000000000000000010001000000010000000000011001000100000000000100001000011000000000001000011010000100000100000001100010010000011001010100100000000000100000000000010000000010010100010000010010000000010100000100000000000000100000000000000011000000000000011000000,40.1,30.4
00001000000000000000000000000100010000100100100000000000000010000000100000000000000000000000000000000000000000000010000000000000000000000010000000000000000000000000000000000000000100010000000001000000000000000000000000000000000000010001000000100000000100000000000000000001000000000000000000000001000001000000000010000000100100000000000000000000001000000000000000000000000000000000010000000000100000010000000000000010000000010000100000000000000000100000000010000000001000000000000000001000000000000000000000011000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,01001000000001000000000000100110010000100100000000010000001000000000000000000100100000000011000000000100000000001010000000000000100000001010000100100000000101000000010000000000000000010000000011001000100000000001001100100010000000010001000000100010000100010000000000010000001000000010000010000011000001100000000010100001000100000000100001000001010000100100100000000100000010000011010010100100100000000100000000000010000000010000100010000000000000100000100010100000000000000100001000000000011000000000000000010000,0.0,0.0
00000000000000010000000000000000010010000001000000000000000000001000000000010000010000000010100100000000000000000000000000000000000000010010000010000000000100000000000000100000001000000010010000000001000000000100001000010000000000000000100000000000001000000000000000000001000000000000010000000000010000000000000000100000000000000000000001000000000000000000100000000000000000000000000000000000000000000001010000000000000000000000000000000001000000000000000000000000100000000000000000000000000000000000000000000001,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00001000000001010000000000110110010000000000000000000000001000001000000000010100110000000010000000000110000000001000000000000000100000001010000100000000000100000010000000000000000000010000000010001000100000000101001100000010000000010000100000100010000000000000000000000000001000000010001000000011011010100000001000100001000000000000000001000001010000100000100000000100000010000011100010100100000000100100000000000000000000010000100010000000000000000000100000100000000000000100001000000000011000000000000000000000,42.3,42.6
00000000000000000000000000100000010010000000000000000000000000000000000000100110000000001010100111000000000000000000000001000000000000010000000010000000000100000000000000000001001000000010000000000001000100000000011000000000000000000000000000000000001000000000000000000000000000000000010000000000000010000011000000000001100010000000000001000000010000000000100000000001000000000010000000000000000000000001000000000000000000001010000000000100000000000000000000010000000000000000000000000000000000000000000010100001,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001000000000000100010010000000000000000000000001000000000000000100100100000001010000011000100000000001000000000000000100000001010000100010000000100000000000000000001000010010010000010001000100100000001001100000010000000010000000000100010000000000000000010000000001000000010000000000011001000100000000001100001000010000000000001000001010000100000100000000101000011001011000010100100000000000100100000000000100000011010100010100000000000000000100000100000000000000100000000000000011000000000000010100001,0.0,0.0
10000000100000100000000010000100010000000000000000000000000000000000000100000000000001000000000000000000010000000000000000000000000000000000000000000000010000000010000000000000000000010000000000000000000000000000000000000000000000100000000000000000000000000000000000000001001000000000000010000001000001000010000000000000000000000100000001000000000000000000100000100000000000000010100000100000000000000100000000000010000000000000100000100001000000000000000000010000100000000000000000000000010000000000000000010000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,10000000000001000000000000100010010000000000000000010000001000000000000000000100100000000010000000000100010000001000000000000000100000001010000100001000000100010000000000000000000000010000000010001100101000000001001100000010000000010000100000100010000010000000000000000000001000000010000000000011001001100010000000100001000000000100000001000001010000100000100000100100000010000011100010100100000000000100000000000010000010010000100010101001000000000000100000100000100000000100000000000000011000010000000000010000,42.1,9.6
10000000000000000000000000000000011010000000000000000010000000000000000000000000000000000000110100000000000000000000000100000000100000010000000010000000000000000000000000001000001000010000000000000001000000000000001000000000000000000000000000000000001000000000000000000000000000000000010000000000000000000000000100000000000000000100000001000000000000000100100000000000000000000010000000000000000000000001000000000001000000000000100000000100010000000000000000000000100000010000000000000100000000101000000000000001,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,10000000000001000000000000100010011000000000000000000000001000000000000000000100100000000010000000000100000000001000000100000000100000001010000100000000000100000000000000000000000000010000000010001000100000000001001100000010000000010000000000100010000000000001000000000000001000000010000000000011001000100000000100100001000000000100000001000001010000100000100000000110000011000011000010100100000000000100000000000000000000010000100010000000000000100000100000100001000000010100000000000100011000100000000000000001,100.0,100.0
00000000000000010000000000000100000000010000000000000000000000011000000000000000000010000000000000000000000000000000000000000010000010000010000000000000000000000000000000100000000000100000000000000000000000000000001000000001000000100000001000000000000000000000000000000001000000000000000000000001000000000000000001000001000000000100000001000000000000000000100000010000000000000000000000000000000000000000000000000000000000000000100100000000000000000001000000000000000000000000000000000000000010000100000000000000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001010000000000100010010000010000000000000000001000001000000000000100100000000010000000000100000000001000000000000000100000001010000100000000000100000000000000000000000000110000000010001000100000000001001100000010100000010000000000100010000000000000000010000000011000000010000000000011001000100000000001100001000000000100000001000001010000100000100000010100000010000011000010100100000000000100000000000000000000010000101010000000000000100101100000100000000000000100000000000001111010000100000000010000,100.0,100.0
00001000000000000000000001000000000000010000000000000000100110000000000000000000000000000000010000000000000000000000000000000000000000000010000010000000000000000000000000000000101000100100000000000000000000000000001000000010000000000000000000000000000000100000000000000000000000000000010000000000000000000000000000000000000000000000000001000000000000000000100000000001000010000000000000000000000001000000000000000010000010000000000000000110000000000001010000000000001000000000000000000010000010000100000000010000,00000000000001000000000000100010010000000000000100000000001000000000000000000100100000000010000100000100000000001100000000000000100001001010000100000000000100000000000000000000000000010000000010001000100000000001001110000010000000110000000000100010000000000000000000000000001000000010000000000011000000100000000000100001000000000000100001000001010000100000100000000100000010000011000010100100000001000100000000000000000000010000100010000000000000000000100000100000000000000100000000000000011000000000000000000000,00000000000001000000000001100010010000010000000000000000001010000000000000000100100000000010000000000100000000001100000000000000100000001010000100000000000100000000000000000000000000110000000010001000100000000001001100000010000000010000000000100010000000100000000000000000001000000010000000000011001000100000000000100001000000000000000001000001010000100000100000000100000010000011000010100100000000000100000000000000000010010000100010000000000000000001100000100000000000000100000000000000011010000100000000000000,100.0,100.0
00001000000000000000000000010000010010000000000000000010000000000001000000000000000000000000110100000000000000000000000000000000100000010010000010000000000000000100000000000000001000000010000001000001000000000000001000000000000000000000000000000000001000000000000000000000000000000000010000000001000010000000000000001000000000000000000001000000000000000000100000111011010000000000010000000000000000000001000100000010010000010000001000001100000000000000100110000010000000000100000010000000000000000000000000000000,00000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000010000000010000000000000000000000000000010000000000000000000000000000010000000000000000010000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000100000000000001000000000000000000000000000001100000000000000001000000000000000000000000000000000000000000000000000000000000,00001001010000000000000000010000010000000000000000000000000000000001000000000000000000000001001000000000000000000000000000000000000000001010000000010000000000000100000000000000000000000010000001000000000000000001001000000000000000000000000000000000000010000000000000000000000100000000000000000001000000001000000000011000000000000000000001000000010000000000100100111001010000000000010010000100000000000000000100000010010000010000001001000000000000000001000111000010000000000100000010000100000000000001000000000000,100.0,100.0
00000000000000000000000100000101000001000000000000001000000000011000100001000100000000000000000000000000100000000000000000000001000000001000000010000000000100000000000000100001000000000000000000000000000000001000101000000001100000100000000000000000000000000000000000000001100000000000000001010001000001000000010000000001000000000000010001000000000100000000100000000000000010000010000010000000000000000000000000000100000000001100000000000000000000000000000000010000000000000000000000000000000000000000000000000000,00000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000010000000010000000000000000000000000000010000000000000000000000000000010000000000000000010000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000100000000000001000000000000000000000000000001100000000000000001000000000000000000000000000000000000000000000000000000000000,00000001010000000000000100000001010000000000000000000000000000001000100001000100000000000000000000000000100000001000000000000000000000001000100010010000000100000000000000000001000000000010000000000000000000001001101000000000101000000000000000000000000010000000000000000000100100000000000001010000001001001000010000000001000000001000010001000000000100000000100000000000000010000010000010000100000000000000000000000100000000001100000001000000000000000001000001000000000000000000000000000000000000000001000000000000,97.2,24.5
00000000000000010000000000000100010000000000000001000000000000001010000000000000000000000000000000000000000000001000000000000000000001011000000010000000000000000001000001000001000000000000000000000100000000000010001000000000000000100000000000000000000000000000000000000011001000000000000000001001000000000000010000000000000000000001000001000000001000000000100000000000010000000000000100000001001001000000000000000000100000000000000000000100000000000000000011001001001000100000000000000000000000000000000000001000,00000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000010000000010000000000000000000000000000010000000000000000000000000000010000000000000000010000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000100000000000001000000000000000000000000000001100000000000000001000000000000000000000000000000000000000000000000000000000000,00000001010000010000000100000000010001000000000001000000000000001010000000000000100000001000000000000000000000000000000000000000000001010000000010011000000000000001000000000001000000000010000000000000000000000011001000000000000000000000000000000000000010000000000000000010001100000000000000000000000100000000010000000000000000100000000001000000001000001000100000000000010000000000000100000101001001000000000000000000000000000000000001000100000000000001010001001100001000101000000000000000010000000000000000001000,7.8,1.5
01000000000000100000100000000000010110000000010000000010010000000000000000000000010000000000100100000000000000000010000000000000100000010000000110000000000001000000000000000000001000000011100010000001000000000001000000000000000000000000000000001000001000000000000000000000000000000001010000000000000000001000000000000001000000000000000001000000000000100000100000010000000000000010000000000000101000000001010010001000000100010000000100000100000000000010000000000000000000000000100000000000000000000010000000000000,00000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000010000000010000000000000000000000000000010000000000000000000000000000010000000000000000010000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000100000000000001000000000000000000000000000001100000000000000001000000000000000000000000000000000000000000000000000000000000,01000001010000000000000000000000010000000000010000000000000000000000000000000000010000000000000000010000000000000110000000000000000000001000000100010000000001000000000000000000000000000011100010000000000000000001000000000000010000000000000000001000000010000000000000000000000100000001000000000000000000011000000000000001000000000000000001000000010000100000100000010000001000000010000010000100101000000000010000000000000100010000000101000000000000000011000001000000000000000000000000000000001000000011000000000000,0.0,0.0
00000000000000010000000000000100010101000000000000000000000000001000000100000000000000000000100000000000000000000001000000000000000100000000000000000001000000000011000000000001000000000000000000000000000000001000001000000100000000110000000000000000000000000000000000000001000000000000000000000001000000000000000000100000000000000000010001000000000000000000100000000000000001000000000000000001000000000000000000100001100000000000000000000000000000000000000010001110000000110000010000000000000000000000000001000000,00000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000010000000010000000000000000000000000000010000000000000000000000000000010000000000000000010000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000100000000000001000000000000000000000000000001100000000000000001000000000000000000000000000000000000000000000000000000000000,00000001010000010000000000000000110101000000000000000000000000001000000100000000100000000000000000000000000000000001010000000000000100000000000000010001000000000011100000000001000000000010000000000000100000001001001000000000000010000000000000000000000010000000000000000000001100000000000000000000000000000000000000100000000000000000010001000000000000001000100000000000000001000000000000000101000000000000000000100000000000000000000001000010000010000001000001000100000000011100010000000000000000000000000001000000,0.0,0.0
00000000000000000001000000000000010010000000000000010000000000000000000000000100000000000100101000000000000000010110000010000000000000000000000010000000000000000000000100010000001000000000000000000000000000100000000000000000000001000000000000000000001000000000000000000000000000000000010000000101000000000000000000000000000000000000000000001010000001000000000000000000000000000000000000000000100000000000000000000010000000000000010000000000000000000000000010000000000010000000100000000000001000000000000010010110,00000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000010000000010000000000000000000000000000010000000000000000000000000000010000000000000000010000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000100000000000001000000000000000000000000000001100000000000000001000000000000000000000000000000000000000000000000000000000000,00000000010000000000000000000000010000000000000000000000000000000000000000100000000000000000000000000000000000000110000000000000000000000000000000010000000000000000000000000000000000000010000000000000000000000000000000000000000000000000000000000000000011000000000000000000000100000000000000000001000000000000000000000000000000000001000000000010000000000000100000000000000000000000000000000100100100000100100010000000000000000000010001000000000001010001000000000000000000000000000000000000001000000000000000000010,50.7,9.5
00000000000000000000000001000100000000000011000000000001000000011000000000000000000000000000100000000000000000000000000000000100000000000000000000000000000000000000000000100011000000000000000000000000000000000000001000000000000000100000000000000000000000000000000000000001000000000000000001000001001000000000000000000000000000001001000011000000000000000000100000000000000000000010000001000100000000000000000000010000000000010000000100000000010000000000000000000000100000000000001000000000000000000000000000000001,00000000010000000000000000000000010000000000000000000000000000000000000000000000000000000000000100000001000000000000000000000000000000000000000000010000000010000000000000000000000000000010000000000000000000000000000010000000000000000010000000000000000010000000000000000000000100000000000000000000000000000000000000000000000000000000000000000000001000000000100000000000000000000000000000000100000000000001000000000000000000000000000001100000000000000001000000000000000000000000000000000000000000000000000000000000,01000001010000000000000001000000010000000001000000000000000000001000000000000000000000000000100000000000000000000000000000000100000000001000000001010000000000000000000000000001000000000010000000000000000000000001001000000000000100000000000000000000000010000000000000000000000100000000000001000000010000001000000000000000000000000001000011000000000100000000100001000000000001000010000001000100000000000000000010010000000000010000000101000000100000000001000001000000100000000000001000000000000000000001000000000001,80.4,10.7
